Gene stable ID	Gene name
ENSG00000123562	MORF4L2
ENSG00000123595	RAB9A
ENSG00000123684	LPGAT1
ENSG00000123728	RAP2C
ENSG00000123815	ADCK4
ENSG00000123836	PFKFB2
ENSG00000123908	AGO2
ENSG00000123977	DAW1
ENSG00000123983	ACSL3
ENSG00000123989	CHPF
ENSG00000124067	SLC12A4
ENSG00000124074	ENKD1
ENSG00000124155	PIGT
ENSG00000124160	NCOA5
ENSG00000124198	ARFGEF2
ENSG00000124207	CSE1L
ENSG00000124299	PEPD
ENSG00000124333	VAMP7
ENSG00000124357	NAGK
ENSG00000124422	USP22
ENSG00000124486	USP9X
ENSG00000124532	MRS2
ENSG00000124535	WRNIP1
ENSG00000124562	SNRPC
ENSG00000124575	HIST1H1D
ENSG00000124610	HIST1H1A
ENSG00000124635	HIST1H2BJ
ENSG00000124659	TBCC
ENSG00000124766	SOX4
ENSG00000124783	SSR1
ENSG00000124784	RIOK1
ENSG00000124787	RPP40
ENSG00000124802	EEF1E1
ENSG00000125107	CNOT1
ENSG00000125257	ABCC4
ENSG00000125304	TM9SF2
ENSG00000125414	MYH2
ENSG00000125447	GGA3
ENSG00000125450	NUP85
ENSG00000125454	SLC25A19
ENSG00000125457	MIF4GD
ENSG00000125484	GTF3C4
ENSG00000125505	MBOAT7
ENSG00000125656	CLPP
ENSG00000125676	THOC2
ENSG00000125686	MED1
ENSG00000125691	RPL23
ENSG00000125743	SNRPD2
ENSG00000125826	RBCK1
ENSG00000125827	TMX4
ENSG00000125835	SNRPB
ENSG00000125844	RRBP1
ENSG00000125868	DSTN
ENSG00000125870	SNRPB2
ENSG00000125871	MGME1
ENSG00000125901	MRPS26
ENSG00000125912	NCLN
ENSG00000125944	HNRNPR
ENSG00000125970	RALY
ENSG00000125977	EIF2S2
ENSG00000125991	ERGIC3
ENSG00000125999	BPIFB1
ENSG00000126016	AMOT
ENSG00000126062	TMEM115
ENSG00000126107	HECTD3
ENSG00000126226	PCID2
ENSG00000126247	CAPNS1
ENSG00000126254	RBM42
ENSG00000126267	COX6B1
ENSG00000126432	PRDX5
ENSG00000126458	RRAS
ENSG00000126602	TRAP1
ENSG00000126746	ZNF384
ENSG00000126803	HSPA2
ENSG00000126858	RHOT1
ENSG00000126870	WDR60
ENSG00000126934	MAP2K2
ENSG00000126950	TMEM35
ENSG00000126953	TIMM8A
ENSG00000127184	COX7C
ENSG00000127328	RAB3IP
ENSG00000127337	YEATS4
ENSG00000127419	TMEM175
ENSG00000127463	EMC1
ENSG00000127483	HP1BP3
ENSG00000127526	SLC35E1
ENSG00000127603	MACF1
ENSG00000127824	TUBA4A
ENSG00000127838	PNKD
ENSG00000127870	RNF6
ENSG00000128050	PAICS
ENSG00000128159	TUBGCP6
ENSG00000128185	DGCR6L
ENSG00000128228	SDF2L1
ENSG00000128245	YWHAH
ENSG00000128283	CDC42EP1
ENSG00000128422	KRT17
ENSG00000128563	PRKRIP1
ENSG00000128564	VGF
ENSG00000128585	MKLN1
ENSG00000128590	DNAJB9
ENSG00000128591	FLNC
ENSG00000128595	CALU
ENSG00000128609	NDUFA5
ENSG00000128626	MRPS12
ENSG00000128641	MYO1B
ENSG00000128654	MTX2
ENSG00000128708	HAT1
ENSG00000128739	SNRPN
ENSG00000128833	MYO5C
ENSG00000128973	CLN6
ENSG00000129003	VPS13C
ENSG00000129009	ISLR
ENSG00000129083	COPB1
ENSG00000129084	PSMA1
ENSG00000129103	SUMF2
ENSG00000129116	PALLD
ENSG00000129128	SPCS3
ENSG00000129245	FXR2
ENSG00000129250	KIF1C
ENSG00000129353	SLC44A2
ENSG00000129484	PARP2
ENSG00000129559	NEDD8
ENSG00000129562	DAD1
ENSG00000129625	REEP5
ENSG00000129636	ITFG1
ENSG00000129824	RPS4Y1
ENSG00000129932	DOHH
ENSG00000129968	ABHD17A
ENSG00000130147	SH3BP4
ENSG00000130175	PRKCSH
ENSG00000130176	CNN1
ENSG00000130177	CDC16
ENSG00000130193	THEM6
ENSG00000130203	APOE
ENSG00000130224	LRCH2
ENSG00000130227	XPO7
ENSG00000130254	SAFB2
ENSG00000130255	RPL36
ENSG00000130304	SLC27A1
ENSG00000130309	COLGALT1
ENSG00000130311	DDA1
ENSG00000130312	MRPL34
ENSG00000130382	MLLT1
ENSG00000130489	SCO2
ENSG00000130529	TRPM4
ENSG00000130560	UBAC1
ENSG00000130638	ATXN10
ENSG00000130706	ADRM1
ENSG00000130707	ASS1
ENSG00000130725	UBE2M
ENSG00000130741	EIF2S3
ENSG00000130748	TMEM160
ENSG00000130764	LRRC47
ENSG00000130779	CLIP1
ENSG00000130810	PPAN
ENSG00000130811	EIF3G
ENSG00000130950	NUTM2F
ENSG00000130985	UBA1
ENSG00000131013	PPIL4
ENSG00000131016	AKAP12
ENSG00000131018	SYNE1
ENSG00000131051	RBM39
ENSG00000131067	GGT7
ENSG00000131143	COX4I1
ENSG00000131148	EMC8
ENSG00000131236	CAP1
ENSG00000131238	PPT1
ENSG00000131269	ABCB7
ENSG00000131370	SH3BP5
ENSG00000131375	CAPN7
ENSG00000131378	RFTN1
ENSG00000131459	GFPT2
ENSG00000131469	RPL27
ENSG00000131473	ACLY
ENSG00000131503	ANKHD1
ENSG00000131504	DIAPH1
ENSG00000131507	NDFIP1
ENSG00000131626	PPFIA1
ENSG00000131652	THOC6
ENSG00000131732	ZCCHC9
ENSG00000131747	TOP2A
ENSG00000131779	PEX11B
ENSG00000131828	PDHA1
ENSG00000131844	MCCC2
ENSG00000131876	SNRPA1
ENSG00000131899	LLGL1
ENSG00000132109	TRIM21
ENSG00000132141	CCT6B
ENSG00000132153	DHX30
ENSG00000132300	PTCD3
ENSG00000132305	IMMT
ENSG00000132361	CLUH
ENSG00000132376	INPP5K
ENSG00000132382	MYBBP1A
ENSG00000132394	EEFSEC
ENSG00000132432	SEC61G
ENSG00000132434	LANCL2
ENSG00000132463	GRSF1
ENSG00000132465	IGJ
ENSG00000132485	ZRANB2
ENSG00000132581	SDF2
ENSG00000132591	ERAL1
ENSG00000132676	DAP3
ENSG00000132716	DCAF8
ENSG00000132718	SYT11
ENSG00000132773	TOE1
ENSG00000132837	DMGDH
ENSG00000132953	XPO4
ENSG00000132970	WASF3
ENSG00000133026	MYH10
ENSG00000133030	MPRIP
ENSG00000133063	CHIT1
ENSG00000133119	RFC3
ENSG00000133121	STARD13
ENSG00000133135	RNF128
ENSG00000133226	SRRM1
ENSG00000133317	LGALS12
ENSG00000133612	AGAP3
ENSG00000133657	ATP13A3
ENSG00000133704	IPO8
ENSG00000133706	LARS
ENSG00000133773	CCDC59
ENSG00000133816	MICAL2
ENSG00000133818	RRAS2
ENSG00000133835	HSD17B4
ENSG00000133872	TMEM66
ENSG00000133884	DPF2
ENSG00000133895	MEN1
ENSG00000133961	NUMB
ENSG00000133997	MED6
ENSG00000134001	EIF2S1
ENSG00000134056	MRPS36
ENSG00000134107	BHLHE40
ENSG00000134108	ARL8B
ENSG00000134184	GSTM1
ENSG00000134243	SORT1
ENSG00000134250	NOTCH2
ENSG00000134255	CEPT1
ENSG00000134265	NAPG
ENSG00000134278	SPIRE1
ENSG00000134291	TMEM106C
ENSG00000134294	SLC38A2
ENSG00000134313	KIDINS220
ENSG00000134318	ROCK2
ENSG00000134333	LDHA
ENSG00000134369	NAV1
ENSG00000134375	TIMM17A
ENSG00000134419	RPS15A
ENSG00000134440	NARS
ENSG00000134453	RBM17
ENSG00000134531	EMP1
ENSG00000134532	SOX5
ENSG00000134686	PHC2
ENSG00000134758	RNF138
ENSG00000134762	DSC3
ENSG00000134809	TIMM10
ENSG00000134812	GIF
ENSG00000134824	FADS2
ENSG00000134851	TMEM165
ENSG00000134882	UBAC2
ENSG00000134900	TPP2
ENSG00000134910	STT3A
ENSG00000134987	WDR36
ENSG00000135148	TRAFD1
ENSG00000135317	SNX14
ENSG00000135318	NT5E
ENSG00000135341	MAP3K7
ENSG00000135372	NAT10
ENSG00000135406	PRPH
ENSG00000135413	LACRT
ENSG00000135436	FAM186B
ENSG00000135441	BLOC1S1
ENSG00000135506	OS9
ENSG00000135521	LTV1
ENSG00000135540	NHSL1
ENSG00000135622	SEMA4F
ENSG00000135624	CCT7
ENSG00000135631	RAB11FIP5
ENSG00000135677	GNS
ENSG00000135720	DYNC1LI2
ENSG00000135776	ABCB10
ENSG00000135862	LAMC1
ENSG00000135916	ITM2C
ENSG00000135919	SERPINE2
ENSG00000135924	DNAJB2
ENSG00000135940	COX5B
ENSG00000135951	TSGA10
ENSG00000135972	MRPS9
ENSG00000135974	C2orf49
ENSG00000136026	CKAP4
ENSG00000136045	PWP1
ENSG00000136068	FLNB
ENSG00000136111	TBC1D4
ENSG00000136143	SUCLA2
ENSG00000136146	MED4
ENSG00000136152	COG3
ENSG00000136153	LMO7
ENSG00000136156	ITM2B
ENSG00000136205	TNS3
ENSG00000136231	IGF2BP3
ENSG00000136240	KDELR2
ENSG00000136261	BZW2
ENSG00000136270	TBRG4
ENSG00000136518	ACTL6A
ENSG00000136522	MRPL47
ENSG00000136527	TRA2B
ENSG00000136531	SCN2A
ENSG00000136542	GALNT5
ENSG00000136709	WDR33
ENSG00000136731	UGGT1
ENSG00000136758	YME1L1
ENSG00000136770	DNAJC1
ENSG00000136802	LRRC8A
ENSG00000136810	TXN
ENSG00000136813	KIAA0368
ENSG00000136827	TOR1A
ENSG00000136842	TMOD1
ENSG00000136891	TEX10
ENSG00000136908	DPM2
ENSG00000136930	PSMB7
ENSG00000136933	RABEPK
ENSG00000136942	RPL35
ENSG00000137040	RANBP6
ENSG00000137055	PLAA
ENSG00000137094	DNAJB5
ENSG00000137124	ALDH1B1
ENSG00000137168	PPIL1
ENSG00000137204	SLC22A7
ENSG00000137207	YIPF3
ENSG00000137218	FRS3
ENSG00000137267	TUBB2A
ENSG00000137285	TUBB2B
ENSG00000137313	TRIM26
ENSG00000137409	MTCH1
ENSG00000137414	FAM8A1
ENSG00000137463	MGARP
ENSG00000137513	NARS2
ENSG00000137601	NEK1
ENSG00000137692	DCUN1D5
ENSG00000137693	YAP1
ENSG00000137767	SQRDL
ENSG00000137804	NUSAP1
ENSG00000137812	CASC5
ENSG00000137818	RPLP1
ENSG00000138029	HADHB
ENSG00000138032	PPM1B
ENSG00000138035	PNPT1
ENSG00000138069	RAB1A
ENSG00000138073	PREB
ENSG00000138081	FBXO11
ENSG00000138107	ACTR1A
ENSG00000138119	MYOF
ENSG00000138138	ATAD1
ENSG00000138160	KIF11
ENSG00000138246	DNAJC13
ENSG00000138279	ANXA7
ENSG00000138326	RPS24
ENSG00000138430	OLA1
ENSG00000138434	SSFA2
ENSG00000138463	DIRC2
ENSG00000138495	COX17
ENSG00000138496	PARP9
ENSG00000138594	TMOD3
ENSG00000138646	HERC5
ENSG00000138668	HNRNPD
ENSG00000138674	SEC31A
ENSG00000138698	RAP1GDS1
ENSG00000138758	SEPT11
ENSG00000138768	USO1
ENSG00000138771	SHROOM3
ENSG00000138814	PPP3CA
ENSG00000138829	FBN2
ENSG00000139131	YARS2
ENSG00000139209	SLC38A4
ENSG00000139278	GLIPR1
ENSG00000139324	TMTC3
ENSG00000139370	SLC15A4
ENSG00000139428	MMAB
ENSG00000139433	GLTP
ENSG00000139496	NUPL1
ENSG00000139508	SLC46A3
ENSG00000139613	SMARCC2
ENSG00000139629	GALNT6
ENSG00000139641	ESYT1
ENSG00000139645	ANKRD52
ENSG00000139675	HNRNPA1L2
ENSG00000139722	VPS37B
ENSG00000139921	TMX1
ENSG00000140259	MFAP1
ENSG00000140319	SRP14
ENSG00000140374	ETFA
ENSG00000140395	WDR61
ENSG00000140403	DNAJA4
ENSG00000140416	TPM1
ENSG00000140497	SCAMP2
ENSG00000140553	UNC45A
ENSG00000140612	SEC11A
ENSG00000140632	GLYR1
ENSG00000140691	ARMC5
ENSG00000140740	UQCRC2
ENSG00000140829	DHX38
ENSG00000140905	GCSH
ENSG00000140941	MAP1LC3B
ENSG00000140983	RHOT2
ENSG00000140986	RPL3L
ENSG00000140988	RPS2
ENSG00000140990	NDUFB10
ENSG00000141002	TCF25
ENSG00000141026	MED9
ENSG00000141027	NCOR1
ENSG00000141034	GID4
ENSG00000141084	RANBP10
ENSG00000141127	PRPSAP2
ENSG00000141252	VPS53
ENSG00000141279	NPEPPS
ENSG00000141367	CLTC
ENSG00000141378	PTRH2
ENSG00000141384	TAF4B
ENSG00000141385	AFG3L2
ENSG00000141401	IMPA2
ENSG00000141456	PELP1
ENSG00000141480	ARRB2
ENSG00000141522	ARHGDIA
ENSG00000141526	SLC16A3
ENSG00000141543	EIF4A3
ENSG00000141556	TBCD
ENSG00000141560	FN3KRP
ENSG00000141568	FOXK2
ENSG00000141569	TRIM65
ENSG00000141582	CBX4
ENSG00000141664	ZCCHC2
ENSG00000141696	LEPREL4
ENSG00000141699	FAM134C
ENSG00000141753	IGFBP4
ENSG00000141756	FKBP10
ENSG00000141959	PFKL
ENSG00000141971	MVB12A
ENSG00000142089	IFITM3
ENSG00000142156	COL6A1
ENSG00000142173	COL6A2
ENSG00000142192	APP
ENSG00000142252	GEMIN7
ENSG00000142534	RPS11
ENSG00000142541	RPL13A
ENSG00000142546	NOSIP
ENSG00000142552	RCN3
ENSG00000142556	ZNF614
ENSG00000142632	ARHGEF19
ENSG00000142634	EFHD2
ENSG00000142655	PEX14
ENSG00000142694	EVA1B
ENSG00000142784	WDTC1
ENSG00000142864	SERBP1
ENSG00000142871	CYR61
ENSG00000142875	PRKACB
ENSG00000142892	PIGK
ENSG00000142949	PTPRF
ENSG00000143079	CTTNBP2NL
ENSG00000143093	STRIP1
ENSG00000143106	PSMA5
ENSG00000143183	TMCO1
ENSG00000143337	TOR1AIP1
ENSG00000143353	LYPLAL1
ENSG00000143368	SF3B4
ENSG00000143374	TARS2
ENSG00000143376	SNX27
ENSG00000143401	ANP32E
ENSG00000143418	CERS2
ENSG00000143434	SEMA6C
ENSG00000143436	MRPL9
ENSG00000143457	GOLPH3L
ENSG00000143549	TPM3
ENSG00000143556	S100A7
ENSG00000143569	UBAP2L
ENSG00000143631	FLG
ENSG00000143632	ACTA1
ENSG00000143641	GALNT2
ENSG00000143643	TTC13
ENSG00000143653	SCCPDH
ENSG00000143702	CEP170
ENSG00000143727	ACP1
ENSG00000143740	SNAP47
ENSG00000143742	SRP9
ENSG00000143748	NVL
ENSG00000143751	SDE2
ENSG00000143771	CNIH4
ENSG00000143793	C1orf35
ENSG00000143801	PSEN2
ENSG00000143811	PYCR2
ENSG00000143815	LBR
ENSG00000143819	EPHX1
ENSG00000143862	ARL8A
ENSG00000143870	PDIA6
ENSG00000143947	RPS27A
ENSG00000143952	VPS54
ENSG00000143971	ETAA1
ENSG00000143977	SNRPG
ENSG00000144021	CIAO1
ENSG00000144063	MALL
ENSG00000144161	ZC3H8
ENSG00000144231	POLR2D
ENSG00000144320	KIAA1715
ENSG00000144354	CDCA7
ENSG00000144524	COPS7B
ENSG00000144567	FAM134A
ENSG00000144635	DYNC1LI1
ENSG00000144674	GOLGA4
ENSG00000144711	IQSEC1
ENSG00000144712	CAND2
ENSG00000144713	RPL32
ENSG00000144746	ARL6IP5
ENSG00000144791	LIMD1
ENSG00000144824	PHLDB2
ENSG00000144827	ABHD10
ENSG00000144840	RABL3
ENSG00000144867	SRPRB
ENSG00000144908	ALDH1L1
ENSG00000144959	NCEH1
ENSG00000145012	LPP
ENSG00000145191	EIF2B5
ENSG00000145247	OCIAD2
ENSG00000145349	CAMK2D
ENSG00000145362	ANK2
ENSG00000145592	RPL37
ENSG00000145623	OSMR
ENSG00000145692	BHMT
ENSG00000145703	IQGAP2
ENSG00000145741	BTF3
ENSG00000145833	DDX46
ENSG00000145861	C1QTNF2
ENSG00000145996	CDKAL1
ENSG00000146047	HIST1H2BA
ENSG00000146063	TRIM41
ENSG00000146066	HIGD2A
ENSG00000146122	DAAM2
ENSG00000146250	PRSS35
ENSG00000146282	RARS2
ENSG00000146411	SLC2A12
ENSG00000146433	TMEM181
ENSG00000146555	SDK1
ENSG00000146676	PURB
ENSG00000146701	MDH2
ENSG00000146729	GBAS
ENSG00000146731	CCT6A
ENSG00000146826	C7orf43
ENSG00000146830	GIGYF1
ENSG00000146834	MEPCE
ENSG00000146918	NCAPG2
ENSG00000146963	C7orf55-LUC7L2
ENSG00000147155	EBP
ENSG00000147224	PRPS1
ENSG00000147234	FRMPD3
ENSG00000147251	DOCK11
ENSG00000147274	RBMX
ENSG00000147378	FATE1
ENSG00000147383	NSDHL
ENSG00000147403	RPL10
ENSG00000147416	ATP6V1B2
ENSG00000147419	CCDC25
ENSG00000147475	ERLIN2
ENSG00000147526	TACC1
ENSG00000147586	MRPS28
ENSG00000147604	RPL7
ENSG00000147650	LRP12
ENSG00000147669	POLR2K
ENSG00000147684	NDUFB9
ENSG00000147687	TATDN1
ENSG00000147874	HAUS6
ENSG00000147889	CDKN2A
ENSG00000148019	CEP78
ENSG00000148153	INIP
ENSG00000148154	UGCG
ENSG00000148175	STOM
ENSG00000148229	POLE3
ENSG00000148248	SURF4
ENSG00000148290	SURF1
ENSG00000148303	RPL7A
ENSG00000148308	GTF3C5
ENSG00000148343	FAM73B
ENSG00000148344	PTGES
ENSG00000148396	SEC16A
ENSG00000148481	FAM188A
ENSG00000148484	RSU1
ENSG00000148660	CAMK2G
ENSG00000148672	GLUD1
ENSG00000148688	RPP30
ENSG00000148719	DNAJB12
ENSG00000148773	MKI67
ENSG00000148835	TAF5
ENSG00000148843	PDCD11
ENSG00000149016	TUT1
ENSG00000149084	HSD17B12
ENSG00000149115	TNKS1BP1
ENSG00000149218	ENDOD1
ENSG00000149257	SERPINH1
ENSG00000149313	AASDHPPT
ENSG00000149357	LAMTOR1
ENSG00000149380	P4HA3
ENSG00000149485	FADS1
ENSG00000149499	EML3
ENSG00000149532	CPSF7
ENSG00000149541	B3GAT3
ENSG00000149547	EI24
ENSG00000149577	SIDT2
ENSG00000149639	SOGA1
ENSG00000149658	YTHDF1
ENSG00000149743	TRPT1
ENSG00000149792	MRPL49
ENSG00000149806	FAU
ENSG00000149823	VPS51
ENSG00000149948	HMGA2
ENSG00000150054	MPP7
ENSG00000150403	TMCO3
ENSG00000150768	DLAT
ENSG00000150779	TIMM8B
ENSG00000150867	PIP4K2A
ENSG00000150938	CRIM1
ENSG00000150990	DHX37
ENSG00000151012	SLC7A11
ENSG00000151092	NGLY1
ENSG00000151150	ANK3
ENSG00000151208	DLG5
ENSG00000151224	MAT1A
ENSG00000151348	EXT2
ENSG00000151414	NEK7
ENSG00000151465	CDC123
ENSG00000151475	SLC25A31
ENSG00000151502	VPS26B
ENSG00000151503	NCAPD3
ENSG00000151532	VTI1A
ENSG00000151718	WWC2
ENSG00000151729	SLC25A4
ENSG00000151846	PABPC3
ENSG00000152086	TUBA3E
ENSG00000152104	PTPN14
ENSG00000152127	MGAT5
ENSG00000152137	HSPB8
ENSG00000152147	GEMIN6
ENSG00000152193	RNF219
ENSG00000152234	ATP5A1
ENSG00000152270	PDE3B
ENSG00000152404	CWF19L2
ENSG00000152518	ZFP36L2
ENSG00000152556	PFKM
ENSG00000152620	NADK2
ENSG00000152661	GJA1
ENSG00000152670	DDX4
ENSG00000152684	PELO
ENSG00000152700	SAR1B
ENSG00000152767	FARP1
ENSG00000152795	HNRNPDL
ENSG00000152818	UTRN
ENSG00000152894	PTPRK
ENSG00000152952	PLOD2
ENSG00000153113	CAST
ENSG00000153130	SCOC
ENSG00000153132	CLGN
ENSG00000153214	TMEM87B
ENSG00000153250	RBMS1
ENSG00000153303	FRMD1
ENSG00000153317	ASAP1
ENSG00000153395	LPCAT1
ENSG00000153561	RMND5A
ENSG00000153827	TRIP12
ENSG00000153914	SREK1
ENSG00000153944	MSI2
ENSG00000154001	PPP2R5E
ENSG00000154127	UBASH3B
ENSG00000154174	TOMM70A
ENSG00000154493	C10orf90
ENSG00000154511	FAM69A
ENSG00000154545	MAGED4
ENSG00000154723	ATP5J
ENSG00000154803	FLCN
ENSG00000154832	CXXC1
ENSG00000154945	ANKRD40
ENSG00000155099	TMEM55A
ENSG00000155115	GTF3C6
ENSG00000155229	MMS19
ENSG00000155252	PI4K2A
ENSG00000155304	HSPA13
ENSG00000155324	GRAMD3
ENSG00000155329	ZCCHC10
ENSG00000155366	RHOC
ENSG00000155380	SLC16A1
ENSG00000155393	HEATR3
ENSG00000155506	LARP1
ENSG00000155657	TTN
ENSG00000155760	FZD7
ENSG00000155761	SPAG17
ENSG00000155868	MED7
ENSG00000156261	CCT8
ENSG00000156482	RPL30
ENSG00000156510	HKDC1
ENSG00000156515	HK1
ENSG00000156521	TYSND1
ENSG00000156531	PHF6
ENSG00000156642	NPTN
ENSG00000156697	UTP14A
ENSG00000156735	BAG4
ENSG00000156831	NSMCE2
ENSG00000157110	RBPMS
ENSG00000157181	C1orf27
ENSG00000157184	CPT2
ENSG00000157227	MMP14
ENSG00000157456	CCNB2
ENSG00000157483	MYO1E
ENSG00000157593	SLC35B2
ENSG00000157613	CREB3L1
ENSG00000157637	SLC38A10
ENSG00000157741	UBN2
ENSG00000157916	RER1
ENSG00000157927	RADIL
ENSG00000158301	GPRASP2
ENSG00000158373	HIST1H2BD
ENSG00000158411	MITD1
ENSG00000158467	AHCYL2
ENSG00000158604	TMED4
ENSG00000158623	COPG2
ENSG00000158669	AGPAT6
ENSG00000158710	TAGLN2
ENSG00000158941	CCAR2
ENSG00000159023	EPB41
ENSG00000159086	PAXBP1
ENSG00000159111	MRPL10
ENSG00000159131	GART
ENSG00000159164	SV2A
ENSG00000159176	CSRP1
ENSG00000159228	CBR1
ENSG00000159259	CHAF1B
ENSG00000159348	CYB5R1
ENSG00000159399	HK2
ENSG00000159461	AMFR
ENSG00000159516	SPRR2G
ENSG00000159593	NAE1
ENSG00000159625	CCDC135
ENSG00000159685	CHCHD6
ENSG00000159763	PIP
ENSG00000159842	ABR
ENSG00000160049	DFFA
ENSG00000160072	ATAD3B
ENSG00000160131	VMA21
ENSG00000160200	CBS
ENSG00000160201	U2AF1
ENSG00000160214	RRP1
ENSG00000160349	LCN1
ENSG00000160551	TAOK1
ENSG00000160570	DEDD2
ENSG00000160633	SAFB
ENSG00000160678	S100A1
ENSG00000160679	CHTOP
ENSG00000160688	FLAD1
ENSG00000160746	ANO10
ENSG00000160877	NACC1
ENSG00000160908	ZNF394
ENSG00000161016	RPL8
ENSG00000161031	PGLYRP2
ENSG00000161057	PSMC2
ENSG00000161217	PCYT1A
ENSG00000161267	BDH1
ENSG00000161542	PRPSAP1
ENSG00000161634	DCD
ENSG00000161654	LSM12
ENSG00000161671	EMC10
ENSG00000161714	PLCD3
ENSG00000161813	LARP4
ENSG00000161888	SPC24
ENSG00000161904	LEMD2
ENSG00000161970	RPL26
ENSG00000161973	CCDC42
ENSG00000162104	ADCY9
ENSG00000162129	CLPB
ENSG00000162191	UBXN1
ENSG00000162227	TAF6L
ENSG00000162244	RPL29
ENSG00000162267	ITIH3
ENSG00000162298	SYVN1
ENSG00000162300	ZFPL1
ENSG00000162377	COA7
ENSG00000162402	USP24
ENSG00000162408	NOL9
ENSG00000162419	GMEB1
ENSG00000162430	SEPN1
ENSG00000162433	AK4
ENSG00000162493	PDPN
ENSG00000162517	PEF1
ENSG00000162521	RBBP4
ENSG00000162542	TMCO4
ENSG00000162576	MXRA8
ENSG00000162616	DNAJB4
ENSG00000162627	SNX7
ENSG00000162639	HENMT1
ENSG00000162642	C1orf52
ENSG00000162664	ZNF326
ENSG00000162695	SLC30A7
ENSG00000162702	ZNF281
ENSG00000162733	DDR2
ENSG00000162735	PEX19
ENSG00000162738	VANGL2
ENSG00000162851	TFB2M
ENSG00000162909	CAPN2
ENSG00000162923	WDR26
ENSG00000162959	MEMO1
ENSG00000162961	DPY30
ENSG00000162972	C2orf47
ENSG00000163002	NUP35
ENSG00000163017	ACTG2
ENSG00000163029	SMC6
ENSG00000163041	H3F3A
ENSG00000163050	ADCK3
ENSG00000163069	SGCB
ENSG00000163110	PDLIM5
ENSG00000163162	RNF149
ENSG00000163166	IWS1
ENSG00000163191	S100A11
ENSG00000163216	SPRR2D
ENSG00000163257	DCAF16
ENSG00000163312	HELQ
ENSG00000163319	MRPS18C
ENSG00000163320	CGGBP1
ENSG00000163346	PBXIP1
ENSG00000163359	COL6A3
ENSG00000163431	LMOD1
ENSG00000163463	KRTCAP2
ENSG00000163479	SSR2
ENSG00000163507	KIAA1524
ENSG00000163513	TGFBR2
ENSG00000163516	ANKZF1
ENSG00000163527	STT3B
ENSG00000163528	CHCHD4
ENSG00000163539	CLASP2
ENSG00000163554	SPTA1
ENSG00000163577	EIF5A2
ENSG00000163602	RYBP
ENSG00000163625	WDFY3
ENSG00000163636	PSMD6
ENSG00000163682	RPL9
ENSG00000163714	U2SURP
ENSG00000163798	SLC4A1AP
ENSG00000163814	CDCP1
ENSG00000163840	DTX3L
ENSG00000163872	YEATS2
ENSG00000163882	POLR2H
ENSG00000163913	IFT122
ENSG00000163918	RFC4
ENSG00000163930	BAP1
ENSG00000163931	TKT
ENSG00000163933	RFT1
ENSG00000163938	GNL3
ENSG00000163939	PBRM1
ENSG00000163950	SLBP
ENSG00000164031	DNAJB14
ENSG00000164032	H2AFZ
ENSG00000164040	PGRMC2
ENSG00000164062	APEH
ENSG00000164070	HSPA4L
ENSG00000164109	MAD2L1
ENSG00000164162	ANAPC10
ENSG00000164164	OTUD4
ENSG00000164168	TMEM184C
ENSG00000164190	NIPBL
ENSG00000164327	RICTOR
ENSG00000164338	UTP15
ENSG00000164346	NSA2
ENSG00000164366	CCDC127
ENSG00000164405	UQCRQ
ENSG00000164466	SFXN1
ENSG00000164484	TMEM200A
ENSG00000164535	DAGLB
ENSG00000164548	TRA2A
ENSG00000164597	COG5
ENSG00000164649	CDCA7L
ENSG00000164687	FABP5
ENSG00000164708	PGAM2
ENSG00000164733	CTSB
ENSG00000164778	EN2
ENSG00000164815	ORC5
ENSG00000164818	HEATR2
ENSG00000164828	SUN1
ENSG00000164867	NOS3
ENSG00000164889	SLC4A2
ENSG00000164902	PHAX
ENSG00000164919	COX6C
ENSG00000164930	FZD6
ENSG00000164944	KIAA1429
ENSG00000165209	STRBP
ENSG00000165238	WNK2
ENSG00000165282	PIGO
ENSG00000165283	STOML2
ENSG00000165406	MARCH8
ENSG00000165416	SUGT1
ENSG00000165474	GJB2
ENSG00000165496	RPL10L
ENSG00000165502	RPL36AL
ENSG00000165525	NEMF
ENSG00000165629	ATP5C1
ENSG00000165632	TAF3
ENSG00000165637	VDAC2
ENSG00000165644	COMTD1
ENSG00000165671	NSD1
ENSG00000165672	PRDX3
ENSG00000165689	SDCCAG3
ENSG00000165733	BMS1
ENSG00000165757	KIAA1462
ENSG00000165782	TMEM55B
ENSG00000165891	E2F7
ENSG00000165898	ISCA2
ENSG00000165934	CPSF2
ENSG00000165953	SERPINA12
ENSG00000166037	CEP57
ENSG00000166073	GPR176
ENSG00000166128	RAB8B
ENSG00000166130	IKBIP
ENSG00000166136	NDUFB8
ENSG00000166147	FBN1
ENSG00000166164	BRD7
ENSG00000166166	TRMT61A
ENSG00000166170	BAG5
ENSG00000166181	API5
ENSG00000166189	HPS6
ENSG00000166224	SGPL1
ENSG00000166226	CCT2
ENSG00000166275	C10orf32
ENSG00000166295	ANAPC16
ENSG00000166337	TAF10
ENSG00000166340	TPP1
ENSG00000166348	USP54
ENSG00000166411	IDH3A
ENSG00000166441	RPL27A
ENSG00000166479	TMX3
ENSG00000166501	PRKCB
ENSG00000166557	TMED3
ENSG00000166579	NDEL1
ENSG00000166595	FAM96B
ENSG00000166598	HSP90B1
ENSG00000166685	COG1
ENSG00000166704	ZNF606
ENSG00000166747	AP1G1
ENSG00000166788	SAAL1
