Gene stable ID	Gene name
ENSG00000136167	LCP1
ENSG00000136169	SETDB2
ENSG00000136238	RAC1
ENSG00000136243	NUPL2
ENSG00000136271	DDX56
ENSG00000136279	DBNL
ENSG00000136305	CIDEB
ENSG00000136436	CALCOCO2
ENSG00000136448	NMT1
ENSG00000136450	SRSF1
ENSG00000136560	TANK
ENSG00000136628	EPRS
ENSG00000136717	BIN1
ENSG00000136754	ABI1
ENSG00000136807	CDK9
ENSG00000136824	SMC2
ENSG00000136868	SLC31A1
ENSG00000136869	TLR4
ENSG00000136872	ALDOB
ENSG00000136875	PRPF4
ENSG00000136878	USP20
ENSG00000136888	ATP6V1G1
ENSG00000136935	GOLGA1
ENSG00000136936	XPA
ENSG00000136937	NCBP1
ENSG00000136938	ANP32B
ENSG00000136986	DERL1
ENSG00000136997	MYC
ENSG00000137076	TLN1
ENSG00000137077	CCL21
ENSG00000137100	DCTN3
ENSG00000137154	RPS6
ENSG00000137171	KLC4
ENSG00000137177	KIF13A
ENSG00000137203	TFAP2A
ENSG00000137265	IRF4
ENSG00000137275	RIPK1
ENSG00000137309	HMGA1
ENSG00000137462	TLR2
ENSG00000137497	NUMA1
ENSG00000137504	CREBZF
ENSG00000137574	TGS1
ENSG00000137575	SDCBP
ENSG00000137628	DDX60
ENSG00000137648	TMPRSS4
ENSG00000137709	POU2F3
ENSG00000137710	RDX
ENSG00000137713	PPP2R1B
ENSG00000137747	TMPRSS13
ENSG00000137752	CASP1
ENSG00000137757	CASP5
ENSG00000137801	THBS1
ENSG00000137824	RMDN3
ENSG00000137845	ADAM10
ENSG00000137947	GTF2B
ENSG00000137965	IFI44
ENSG00000138095	LRPPRC
ENSG00000138162	TACC2
ENSG00000138180	CEP55
ENSG00000138207	RBP4
ENSG00000138376	BARD1
ENSG00000138385	SSB
ENSG00000138398	PPIG
ENSG00000138433	CIR1
ENSG00000138443	ABI2
ENSG00000138448	ITGAV
ENSG00000138600	SPPL2A
ENSG00000138663	COPS4
ENSG00000138750	NUP54
ENSG00000138757	G3BP2
ENSG00000138760	SCARB2
ENSG00000138794	CASP6
ENSG00000138795	LEF1
ENSG00000139132	FGD4
ENSG00000139168	ZCRB1
ENSG00000139318	DUSP6
ENSG00000139343	SNRPF
ENSG00000139372	TDG
ENSG00000139514	SLC7A1
ENSG00000139515	PDX1
ENSG00000139546	TARBP2
ENSG00000139687	RB1
ENSG00000139842	CUL4A
ENSG00000139970	RTN1
ENSG00000140044	JDP2
ENSG00000140262	TCF12
ENSG00000140307	GTF2A2
ENSG00000140350	ANP32A
ENSG00000140368	PSTPIP1
ENSG00000140379	BCL2A1
ENSG00000140382	HMG20A
ENSG00000140396	NCOA2
ENSG00000140464	PML
ENSG00000140525	FANCI
ENSG00000140545	MFGE8
ENSG00000140564	FURIN
ENSG00000140575	IQGAP1
ENSG00000140577	CRTC3
ENSG00000140682	TGFB1I1
ENSG00000140694	PARN
ENSG00000140743	CDR2
ENSG00000140853	NLRC5
ENSG00000140943	MBTPS1
ENSG00000140992	PDPK1
ENSG00000141013	GAS8
ENSG00000141030	COPS3
ENSG00000141429	GALNT1
ENSG00000141458	NPC1
ENSG00000141505	ASGR1
ENSG00000141510	TP53
ENSG00000141646	SMAD4
ENSG00000141682	PMAIP1
ENSG00000141736	ERBB2
ENSG00000141867	BRD4
ENSG00000141905	NFIC
ENSG00000141968	VAV1
ENSG00000141985	SH3GL1
ENSG00000142208	AKT1
ENSG00000142230	SAE1
ENSG00000142453	CARM1
ENSG00000142507	PSMB6
ENSG00000142627	EPHA2
ENSG00000142676	RPL11
ENSG00000142748	FCN3
ENSG00000142765	SYTL1
ENSG00000142798	HSPG2
ENSG00000142910	TINAGL1
ENSG00000142937	RPS8
ENSG00000142945	KIF2C
ENSG00000143153	ATP1B1
ENSG00000143179	UCK2
ENSG00000143184	XCL1
ENSG00000143190	POU2F1
ENSG00000143207	RFWD2
ENSG00000143217	PVRL4
ENSG00000143226	FCGR2A
ENSG00000143256	PFDN2
ENSG00000143297	FCRL5
ENSG00000143324	XPR1
ENSG00000143333	RGS16
ENSG00000143379	SETDB1
ENSG00000143384	MCL1
ENSG00000143466	IKBKE
ENSG00000143514	TP53BP2
ENSG00000143546	S100A8
ENSG00000143553	SNAPIN
ENSG00000143575	HAX1
ENSG00000143612	C1orf43
ENSG00000143621	ILF2
ENSG00000143761	ARF1
ENSG00000143799	PARP1
ENSG00000143933	CALM2
ENSG00000144028	SNRNP200
ENSG00000144136	SLC20A1
ENSG00000144381	HSPD1
ENSG00000144554	FANCD2
ENSG00000144566	RAB5A
ENSG00000144747	TMF1
ENSG00000144848	ATG3
ENSG00000144852	NR1I2
ENSG00000144895	EIF2A
ENSG00000145041	VPRBP
ENSG00000145113	MUC4
ENSG00000145216	FIP1L1
ENSG00000145242	EPHA5
ENSG00000145386	CCNA2
ENSG00000145391	SETD7
ENSG00000145425	RPS3A
ENSG00000145604	SKP2
ENSG00000145675	PIK3R1
ENSG00000145715	RASA1
ENSG00000145736	GTF2H2
ENSG00000145850	TIMD4
ENSG00000145901	TNIP1
ENSG00000145907	G3BP1
ENSG00000146109	ABT1
ENSG00000146425	DYNLT1
ENSG00000146648	EGFR
ENSG00000146674	IGFBP3
ENSG00000146859	TMEM140
ENSG00000147010	SH3KBP1
ENSG00000147044	CASK
ENSG00000147065	MSN
ENSG00000147133	TAF1
ENSG00000147140	NONO
ENSG00000147162	OGT
ENSG00000147459	DOCK5
ENSG00000147601	TERF1
ENSG00000147649	MTDH
ENSG00000147677	EIF3H
ENSG00000147852	VLDLR
ENSG00000147854	UHRF2
ENSG00000147862	NFIB
ENSG00000147883	CDKN2B
ENSG00000148180	GSN
ENSG00000148200	NR6A1
ENSG00000148400	NOTCH1
ENSG00000148498	PARD3
ENSG00000148516	ZEB1
ENSG00000148737	TCF7L2
ENSG00000148798	INA
ENSG00000149100	EIF3M
ENSG00000149131	SERPING1
ENSG00000149136	SSRP1
ENSG00000149269	PAK1
ENSG00000149273	RPS3
ENSG00000149294	NCAM1
ENSG00000149311	ATM
ENSG00000149418	ST14
ENSG00000149428	HYOU1
ENSG00000149480	MTA2
ENSG00000149554	CHEK1
ENSG00000149557	FEZ1
ENSG00000149925	ALDOA
ENSG00000150093	ITGB1
ENSG00000150455	TIRAP
ENSG00000150457	LATS2
ENSG00000150459	SAP18
ENSG00000150593	PDCD4
ENSG00000150753	CCT5
ENSG00000150782	IL18
ENSG00000150907	FOXO1
ENSG00000150977	RILPL2
ENSG00000150991	UBC
ENSG00000150995	ITPR1
ENSG00000151247	EIF4E
ENSG00000151276	MAGI1
ENSG00000151458	ANKRD50
ENSG00000151491	EPS8
ENSG00000151615	POU4F2
ENSG00000151657	KIN
ENSG00000151725	CENPU
ENSG00000151746	BICD1
ENSG00000151882	CCL28
ENSG00000151914	DST
ENSG00000151923	TIAL1
ENSG00000151929	BAG3
ENSG00000152192	POU4F1
ENSG00000152291	TGOLN2
ENSG00000152422	XRCC4
ENSG00000152457	DCLRE1C
ENSG00000152465	NMT2
ENSG00000152520	PAN3
ENSG00000152669	CCNO
ENSG00000152944	MED21
ENSG00000153066	TXNDC11
ENSG00000153071	DAB2
ENSG00000153094	BCL2L11
ENSG00000153107	ANAPC1
ENSG00000153147	SMARCA5
ENSG00000153187	HNRNPU
ENSG00000153201	RANBP2
ENSG00000153339	TRAPPC8
ENSG00000153558	FBXL2
ENSG00000153560	UBP1
ENSG00000153767	GTF2E1
ENSG00000153879	CEBPG
ENSG00000153922	CHD1
ENSG00000154165	GPR15
ENSG00000154229	PRKCA
ENSG00000154310	TNIK
ENSG00000154473	BUB3
ENSG00000154556	SORBS2
ENSG00000154582	TCEB1
ENSG00000154589	LY96
ENSG00000154639	CXADR
ENSG00000154727	GABPA
ENSG00000154767	XPC
ENSG00000154928	EPHB1
ENSG00000155090	KLF10
ENSG00000155363	MOV10
ENSG00000155561	NUP205
ENSG00000155660	PDIA4
ENSG00000155827	RNF20
ENSG00000155849	ELMO1
ENSG00000155903	RASA2
ENSG00000155959	VBP1
ENSG00000156127	BATF
ENSG00000156234	CXCL13
ENSG00000156298	TSPAN7
ENSG00000156453	PCDH1
ENSG00000156508	EEF1A1
ENSG00000156587	UBE2L6
ENSG00000156709	AIFM1
ENSG00000156970	BUB1B
ENSG00000156976	EIF4A2
ENSG00000157020	SEC13
ENSG00000157349	DDX19B
ENSG00000157514	TSC22D3
ENSG00000157540	DYRK1A
ENSG00000157557	ETS2
ENSG00000157601	MX1
ENSG00000157625	TAB3
ENSG00000157837	SPPL3
ENSG00000157873	TNFRSF14
ENSG00000158092	NCK1
ENSG00000158402	CDC25C
ENSG00000158417	EIF5B
ENSG00000158473	CD1D
ENSG00000158477	CD1A
ENSG00000158481	CD1C
ENSG00000158485	CD1B
ENSG00000158545	ZC3H18
ENSG00000158769	F11R
ENSG00000158773	USF1
ENSG00000158874	APOA2
ENSG00000159110	IFNAR2
ENSG00000159140	SON
ENSG00000159189	C1QC
ENSG00000159210	SNF8
ENSG00000159216	RUNX1
ENSG00000159217	IGF2BP1
ENSG00000159251	ACTC1
ENSG00000159256	MORC3
ENSG00000159352	PSMD4
ENSG00000159377	PSMB4
ENSG00000159403	C1R
ENSG00000159479	MED8
ENSG00000159692	CTBP1
ENSG00000159720	ATP6V0D1
ENSG00000159840	ZYX
ENSG00000160007	ARHGAP35
ENSG00000160199	PKNOX1
ENSG00000160213	CSTB
ENSG00000160255	ITGB2
ENSG00000160293	VAV2
ENSG00000160294	MCM3AP
ENSG00000160339	FCN2
ENSG00000160445	ZER1
ENSG00000160613	PCSK7
ENSG00000160691	SHC1
ENSG00000160703	NLRX1
ENSG00000160710	ADAR
ENSG00000160741	CRTC2
ENSG00000160752	FDPS
ENSG00000160789	LMNA
ENSG00000160791	CCR5
ENSG00000160803	UBQLN4
ENSG00000160917	CPSF4
ENSG00000160948	VPS28
ENSG00000161011	SQSTM1
ENSG00000161021	MAML1
ENSG00000161203	AP2M1
ENSG00000161547	SRSF2
ENSG00000161570	CCL5
ENSG00000161573	CCL16
ENSG00000161800	RACGAP1
ENSG00000161956	SENP3
ENSG00000161960	EIF4A1
ENSG00000162231	NXF1
ENSG00000162367	TAL1
ENSG00000162385	MAGOH
ENSG00000162434	JAK1
ENSG00000162512	SDC3
ENSG00000162599	NFIA
ENSG00000162613	FUBP1
ENSG00000162645	GBP2
ENSG00000162711	NLRP3
ENSG00000162769	FLVCR1
ENSG00000162772	ATF3
ENSG00000162775	RBM15
ENSG00000162889	MAPKAPK2
ENSG00000162924	REL
ENSG00000163131	CTSS
ENSG00000163161	ERCC3
ENSG00000163206	SMCP
ENSG00000163220	S100A9
ENSG00000163221	S100A12
ENSG00000163347	CLDN1
ENSG00000163348	PYGO2
ENSG00000163399	ATP1A1
ENSG00000163464	CXCR1
ENSG00000163468	CCT3
ENSG00000163563	MNDA
ENSG00000163564	PYHIN1
ENSG00000163565	IFI16
ENSG00000163568	AIM2
ENSG00000163606	CD200R1
ENSG00000163629	PTPN13
ENSG00000163631	ALB
ENSG00000163661	PTX3
ENSG00000163684	RPP14
ENSG00000163734	CXCL3
ENSG00000163736	PPBP
ENSG00000163737	PF4
ENSG00000163743	RCHY1
ENSG00000163781	TOPBP1
ENSG00000163823	CCR1
ENSG00000163848	ZNF148
ENSG00000163874	ZC3H12A
ENSG00000163884	KLF15
ENSG00000163902	RPN1
ENSG00000163904	SENP2
ENSG00000164022	AIMP1
ENSG00000164045	CDC25A
ENSG00000164047	CAMP
ENSG00000164053	ATRIP
ENSG00000164056	SPRY1
ENSG00000164078	MST1R
ENSG00000164104	HMGB2
ENSG00000164105	SAP30
ENSG00000164111	ANXA5
ENSG00000164163	ABCE1
ENSG00000164171	ITGA2
ENSG00000164252	AGGF1
ENSG00000164294	GPX8
ENSG00000164305	CASP3
ENSG00000164307	ERAP1
ENSG00000164330	EBF1
ENSG00000164342	TLR3
ENSG00000164430	MB21D1
ENSG00000164587	RPS14
ENSG00000164615	CAMLG
ENSG00000164683	HEY1
ENSG00000164754	RAD21
ENSG00000164816	DEFA5
ENSG00000164821	DEFA4
ENSG00000164822	DEFA6
ENSG00000164885	CDK5
ENSG00000164916	FOXK1
ENSG00000164924	YWHAZ
ENSG00000164985	PSIP1
ENSG00000165025	SYK
ENSG00000165029	ABCA1
ENSG00000165030	NFIL3
ENSG00000165119	HNRNPK
ENSG00000165140	FBP1
ENSG00000165169	DYNLT3
ENSG00000165280	VCP
ENSG00000165392	WRN
ENSG00000165417	GTF2A1
ENSG00000165650	PDZD8
ENSG00000165698	C9orf9
ENSG00000165699	TSC1
ENSG00000165732	DDX21
ENSG00000165795	NDRG2
ENSG00000165806	CASP7
ENSG00000165821	SALL2
ENSG00000165914	TTC7B
ENSG00000165916	PSMC3
ENSG00000165943	MOAP1
ENSG00000166025	AMOTL1
ENSG00000166033	HTRA1
ENSG00000166165	CKB
ENSG00000166167	BTRC
ENSG00000166197	NOLC1
ENSG00000166200	COPS2
ENSG00000166266	CUL5
ENSG00000166311	SMPD1
ENSG00000166426	CRABP1
ENSG00000166452	AKIP1
ENSG00000166483	WEE1
ENSG00000166508	MCM7
ENSG00000166535	A2ML1
ENSG00000166710	B2M
ENSG00000166794	PPIB
ENSG00000166801	FAM111A
ENSG00000166848	TERF2IP
ENSG00000166851	PLK1
ENSG00000166887	VPS39
ENSG00000166888	STAT6
ENSG00000166913	YWHAB
ENSG00000166949	SMAD3
ENSG00000167004	PDIA3
ENSG00000167085	PHB
ENSG00000167088	SNRPD1
ENSG00000167110	GOLGA2
ENSG00000167136	ENDOG
ENSG00000167193	CRK
ENSG00000167207	NOD2
ENSG00000167236	CCL23
ENSG00000167325	RRM1
ENSG00000167419	LPO
ENSG00000167601	AXL
ENSG00000167642	SPINT2
ENSG00000167657	DAPK3
ENSG00000167658	EEF2
ENSG00000167670	CHAF1A
ENSG00000167711	SERPINF2
ENSG00000167754	KLK5
ENSG00000167967	E4F1
ENSG00000167977	KCTD5
ENSG00000167978	SRRM2
ENSG00000167986	DDB1
ENSG00000168003	SLC3A2
ENSG00000168028	RPSA
ENSG00000168036	CTNNB1
ENSG00000168040	FADD
ENSG00000168090	COPS6
ENSG00000168214	RBPJ
ENSG00000168216	LMBRD1
ENSG00000168242	HIST1H2BI
ENSG00000168283	BMI1
ENSG00000168310	IRF2
ENSG00000168329	CX3CR1
ENSG00000168374	ARF4
ENSG00000168395	ING5
ENSG00000168438	CDC40
ENSG00000168439	STIP1
ENSG00000168496	FEN1
ENSG00000168575	SLC20A2
ENSG00000168610	STAT3
ENSG00000168710	AHCYL1
ENSG00000168769	TET2
ENSG00000168936	TMEM129
ENSG00000168938	PPIC
ENSG00000168961	LGALS9
ENSG00000168995	SIGLEC7
ENSG00000169016	E2F6
ENSG00000169045	HNRNPH1
ENSG00000169047	IRS1
ENSG00000169057	MECP2
ENSG00000169083	AR
ENSG00000169155	ZBTB43
ENSG00000169217	CD2BP2
ENSG00000169375	SIN3A
ENSG00000169385	RNASE2
ENSG00000169397	RNASE3
ENSG00000169398	PTK2
ENSG00000169429	IL8
ENSG00000169439	SDC2
ENSG00000169554	ZEB2
ENSG00000169564	PCBP1
ENSG00000169679	BUB1
ENSG00000169684	CHRNA5
ENSG00000169710	FASN
ENSG00000169714	CNBP
ENSG00000169891	REPS2
ENSG00000169896	ITGAM
ENSG00000169908	TM4SF1
ENSG00000169925	BRD3
ENSG00000170004	CHD3
ENSG00000170017	ALCAM
ENSG00000170027	YWHAG
ENSG00000170142	UBE2E1
ENSG00000170180	GYPA
ENSG00000170248	PDCD6IP
ENSG00000170265	ZNF282
ENSG00000170296	GABARAP
ENSG00000170312	CDK1
ENSG00000170315	UBB
ENSG00000170345	FOS
ENSG00000170365	SMAD1
ENSG00000170385	SLC30A1
ENSG00000170458	CD14
ENSG00000170473	WIBG
ENSG00000170477	KRT4
ENSG00000170515	PA2G4
ENSG00000170581	STAT2
ENSG00000170606	HSPA4
ENSG00000170608	FOXA3
ENSG00000170653	ATF7
ENSG00000170759	KIF5B
ENSG00000170835	CEL
ENSG00000170836	PPM1D
ENSG00000171124	FUT3
ENSG00000171132	PRKCE
ENSG00000171148	TADA3
ENSG00000171195	MUC7
ENSG00000171223	JUNB
ENSG00000171241	SHCBP1
ENSG00000171298	GAA
ENSG00000171303	KCNK3
ENSG00000171552	BCL2L1
ENSG00000171557	FGG
ENSG00000171564	FGB
ENSG00000171617	ENC1
ENSG00000171711	DEFB4A
ENSG00000171720	HDAC3
ENSG00000171791	BCL2
ENSG00000171867	PRNP
ENSG00000171914	TLN2
ENSG00000171960	PPIH
ENSG00000172046	USP19
ENSG00000172053	QARS
ENSG00000172071	EIF2AK3
ENSG00000172156	CCL11
ENSG00000172164	SNTB1
ENSG00000172183	ISG20
ENSG00000172215	CXCR6
ENSG00000172216	CEBPB
ENSG00000172273	HINFP
ENSG00000172354	GNB2
ENSG00000172530	BANP
ENSG00000172531	PPP1CA
ENSG00000172534	HCFC1
ENSG00000172724	CCL19
ENSG00000172936	MYD88
ENSG00000172977	KAT5
ENSG00000172985	SH3RF3
ENSG00000173039	RELA
ENSG00000173153	ESRRA
ENSG00000173221	GLRX
ENSG00000173273	TNKS
ENSG00000173327	MAP3K11
ENSG00000173369	C1QB
ENSG00000173372	C1QA
ENSG00000173402	DAG1
ENSG00000173404	INSM1
ENSG00000173432	SAA1
ENSG00000173473	SMARCC1
ENSG00000173578	XCR1
ENSG00000173599	PC
ENSG00000173744	AGFG1
ENSG00000173786	CNP
ENSG00000173805	HAP1
ENSG00000173812	EIF1
ENSG00000174123	TLR10
ENSG00000174231	PRPF8
ENSG00000174444	RPL4
ENSG00000174600	CMKLR1
ENSG00000174720	LARP7
ENSG00000174780	SRP72
ENSG00000174842	GLMN
ENSG00000174953	DHX36
ENSG00000174996	KLC2
ENSG00000175029	CTBP2
ENSG00000175073	VCPIP1
ENSG00000175084	DES
ENSG00000175097	RAG2
ENSG00000175104	TRAF6
ENSG00000175115	PACS1
ENSG00000175166	PSMD2
ENSG00000175197	DDIT3
ENSG00000175305	CCNE2
ENSG00000175334	BANF1
ENSG00000175354	PTPN2
ENSG00000175387	SMAD2
ENSG00000175390	EIF3F
ENSG00000175445	LPL
ENSG00000175575	PAAF1
ENSG00000175582	RAB6A
ENSG00000175602	CCDC85B
ENSG00000175745	NR2F1
ENSG00000175832	ETV4
ENSG00000175899	A2M
ENSG00000176105	YES1
ENSG00000176170	SPHK1
ENSG00000176171	BNIP3
ENSG00000176248	ANAPC2
ENSG00000176261	ZBTB8OS
ENSG00000176406	RIMS2
ENSG00000176986	SEC24C
ENSG00000177189	RPS6KA3
ENSG00000177239	MAN1B1
ENSG00000177463	NR2C2
ENSG00000177469	PTRF
ENSG00000177565	TBL1XR1
ENSG00000177575	CD163
ENSG00000177606	JUN
ENSG00000177613	CSTF2T
ENSG00000177885	GRB2
ENSG00000177889	UBE2N
ENSG00000177954	RPS27
ENSG00000178562	CD28
ENSG00000178691	SUZ12
ENSG00000178913	TAF7
ENSG00000178951	ZBTB7A
ENSG00000178952	TUFM
ENSG00000178988	MRFAP1L1
ENSG00000178999	AURKB
ENSG00000179151	EDC3
ENSG00000179218	CALR
ENSG00000179262	RAD23A
ENSG00000179271	GADD45GIP1
ENSG00000179295	PTPN11
ENSG00000179348	GATA2
ENSG00000179364	PACS2
ENSG00000179388	EGR3
ENSG00000179399	GPC5
ENSG00000179583	CIITA
ENSG00000179750	APOBEC3B
ENSG00000179934	CCR8
ENSG00000180182	MED14
ENSG00000180198	RCC1
ENSG00000180228	PRKRA
ENSG00000180353	HCLS1
ENSG00000180370	PAK2
ENSG00000180871	CXCR2
ENSG00000180900	SCRIB
ENSG00000181163	NPM1
ENSG00000181222	POLR2A
ENSG00000181610	MRPS23
ENSG00000182004	SNRPE
ENSG00000182197	EXT1
ENSG00000182326	C1S
ENSG00000182481	KPNA2
ENSG00000182566	CLEC4G
ENSG00000182568	SATB1
ENSG00000182578	CSF1R
ENSG00000182636	NDN
ENSG00000182718	ANXA2
ENSG00000182827	ACBD3
ENSG00000182866	LCK
ENSG00000182944	EWSR1
ENSG00000182979	MTA1
ENSG00000183087	GAS6
ENSG00000183207	RUVBL2
ENSG00000183258	DDX41
ENSG00000183386	FHL3
ENSG00000183486	MX2
ENSG00000183495	EP400
ENSG00000183625	CCR3
ENSG00000183671	GPR1
ENSG00000183684	ALYREF
ENSG00000183735	TBK1
ENSG00000183765	CHEK2
ENSG00000183808	RBM12B
ENSG00000183813	CCR4
ENSG00000183943	PRKX
ENSG00000184012	TMPRSS2
ENSG00000184110	EIF3C
ENSG00000184371	CSF1
ENSG00000184432	COPB2
ENSG00000184451	CCR10
ENSG00000184486	POU3F2
ENSG00000184584	TMEM173
ENSG00000184708	EIF4ENIF1
ENSG00000184900	SUMO3
ENSG00000184990	SIVA1
ENSG00000185000	DGAT1
ENSG00000185122	HSF1
ENSG00000185129	PURA
ENSG00000185252	ZNF74
ENSG00000185338	SOCS1
ENSG00000185420	SMYD3
ENSG00000185467	KPNA7
ENSG00000185507	IRF7
ENSG00000185591	SP1
ENSG00000185630	PBX1
ENSG00000185668	POU3F1
ENSG00000185745	IFIT1
ENSG00000185811	IKZF1
ENSG00000185825	BCAP31
ENSG00000185883	ATP6V0C
ENSG00000185896	LAMP1
ENSG00000186010	NDUFA13
ENSG00000186298	PPP1CC
ENSG00000186350	RXRA
ENSG00000186416	NKRF
ENSG00000186432	KPNA4
ENSG00000186462	NAP1L2
ENSG00000186468	RPS23
ENSG00000186474	KLK12
ENSG00000186635	ARAP1
ENSG00000186834	HEXIM1
ENSG00000186918	ZNF395
ENSG00000186951	PPARA
ENSG00000187054	TMPRSS11A
ENSG00000187079	TEAD1
ENSG00000187109	NAP1L1
ENSG00000187266	EPOR
ENSG00000187391	MAGI2
ENSG00000187514	PTMA
ENSG00000187555	USP7
ENSG00000187608	ISG15
ENSG00000187726	DNAJB13
ENSG00000187778	MCRS1
ENSG00000187908	DMBT1
ENSG00000188120	DAZ1
ENSG00000188130	MAPK12
ENSG00000188157	AGRN
ENSG00000188313	PLSCR1
ENSG00000188342	GTF2F2
ENSG00000188554	NBR1
ENSG00000188612	SUMO2
ENSG00000188827	SLX4
ENSG00000189060	H1F0
ENSG00000189403	HMGB1
ENSG00000196083	IL1RAP
ENSG00000196092	PAX5
ENSG00000196136	SERPINA3
ENSG00000196235	SUPT5H
ENSG00000196262	PPIA
ENSG00000196305	IARS
ENSG00000196352	CD55
ENSG00000196363	WDR5
ENSG00000196367	TRRAP
ENSG00000196411	EPHB4
ENSG00000196419	XRCC6
ENSG00000196470	SIAH1
ENSG00000196497	IPO4
ENSG00000196531	NACA
ENSG00000196591	HDAC2
ENSG00000196611	MMP1
ENSG00000196628	TCF4
ENSG00000196664	TLR7
ENSG00000196839	ADA
ENSG00000196878	LAMB3
ENSG00000196890	HIST3H2BB
ENSG00000196911	KPNA5
ENSG00000196961	AP2A1
ENSG00000197019	SERTAD1
ENSG00000197043	ANXA6
ENSG00000197063	MAFG
ENSG00000197111	PCBP2
ENSG00000197122	SRC
ENSG00000197157	SND1
ENSG00000197265	GTF2E2
ENSG00000197323	TRIM33
ENSG00000197381	ADARB1
ENSG00000197442	MAP3K5
ENSG00000197451	HNRNPAB
ENSG00000197471	SPN
ENSG00000197540	GZMM
ENSG00000197555	SIPA1L1
ENSG00000197561	ELANE
ENSG00000197579	TOPORS
ENSG00000197635	DPP4
ENSG00000197747	S100A10
ENSG00000197822	OCLN
ENSG00000197943	PLCG2
ENSG00000197958	RPL12
ENSG00000198033	TUBA3C
ENSG00000198169	ZNF251
ENSG00000198176	TFDP1
ENSG00000198231	DDX42
ENSG00000198276	UCKL1
ENSG00000198355	PIM3
ENSG00000198373	WWP2
ENSG00000198399	ITSN2
ENSG00000198431	TXNRD1
ENSG00000198625	MDM4
ENSG00000198646	NCOA6
ENSG00000198668	CALM1
ENSG00000198743	SLC5A3
ENSG00000198821	CD247
ENSG00000198848	CES1
ENSG00000198890	PRMT6
ENSG00000198900	TOP1
ENSG00000198919	DZIP3
ENSG00000198938	MT-CO3
ENSG00000198947	DMD
ENSG00000198959	TGM2
ENSG00000203710	CR1
ENSG00000204103	MAFB
ENSG00000204209	DAXX
ENSG00000204264	PSMB8
ENSG00000204267	TAP2
ENSG00000204305	AGER
ENSG00000204388	HSPA1B
ENSG00000204628	GNB2L1
ENSG00000205220	PSMB10
ENSG00000205250	E2F4
ENSG00000205323	SARNP
ENSG00000205339	IPO7
ENSG00000205413	SAMD9
ENSG00000205726	ITSN1
ENSG00000205846	CLEC6A
ENSG00000206047	DEFA1
ENSG00000206172	HBA1
ENSG00000206505	HLA-A
ENSG00000211455	STK38L
ENSG00000211460	TSN
ENSG00000213024	NUP62
ENSG00000213088	DARC
ENSG00000213341	CHUK
ENSG00000213494	CCL14
ENSG00000213512	GBP7
ENSG00000213585	VDAC1
ENSG00000213672	NCKIPSD
ENSG00000213676	ATF6B
ENSG00000213689	TREX1
ENSG00000213782	DDX47
ENSG00000213809	KLRK1
ENSG00000213928	IRF9
ENSG00000213937	CLDN9
ENSG00000213949	ITGA1
ENSG00000213977	TAX1BP3
ENSG00000213999	MEF2B
ENSG00000214274	ANG
ENSG00000214575	CPEB1
ENSG00000214717	ZBED1
ENSG00000215021	PHB2
ENSG00000215041	NEURL4
ENSG00000215301	DDX3X
ENSG00000221829	FANCG
ENSG00000221914	PPP2R2A
ENSG00000223355	NOTCH4
ENSG00000223952	TNF
ENSG00000224455	VPS52
ENSG00000226225	RPS18
ENSG00000228267	C4B
ENSG00000228875	CSNK2B
ENSG00000229496	DDX39B
ENSG00000229861	MRPS18B
ENSG00000230108	TNF
ENSG00000230700	CSNK2B
ENSG00000231925	TAPBP
ENSG00000232367	TAP1
ENSG00000232804	HSPA1B
ENSG00000232960	CSNK2B
ENSG00000233224	HIST1H2AM
ENSG00000233348	BAG6
ENSG00000233813	MRPS18B
ENSG00000234114	CCHCR1
ENSG00000234495	TRIM27
ENSG00000234507	BRD2
ENSG00000234651	BAG6
ENSG00000235068	POU5F1
ENSG00000235233	MICA
ENSG00000235396	NOTCH4
ENSG00000235439	DDX39B
ENSG00000235985	AIF1
ENSG00000236227	BRD2
ENSG00000236342	ABCF1
ENSG00000236443	PSMB8
ENSG00000237095	MDC1
ENSG00000237462	TRIM27
ENSG00000237693	IRGM
ENSG00000237808	NCR3
ENSG00000237834	MOG
ENSG00000238227	C9orf69
ENSG00000238289	MICB
ENSG00000239713	APOBEC3G
ENSG00000239732	TLR9
ENSG00000239839	DEFA3
ENSG00000241973	PI4KA
ENSG00000243067	PSMB9
ENSG00000243414	TICAM2
ENSG00000243678	NME1-NME2
ENSG00000243811	APOBEC3D
ENSG00000244509	APOBEC3C
ENSG00000245848	CEBPA
ENSG00000250506	CDK3
ENSG00000254087	LYN
ENSG00000254772	EEF1G
ENSG00000255302	EID1
ENSG00000256062	ABO
ENSG00000256683	ZNF350
ENSG00000257103	LSM14A
ENSG00000257923	CUX1
ENSG00000258643	BCL2L2-PABPN1
ENSG00000258659	TRIM34
ENSG00000259207	ITGB3
ENSG00000260119	TRPV6
ENSG00000260150	ZMYND11
ENSG00000260178	DHX58
ENSG00000260283	CNP
ENSG00000260623	VPRBP
ENSG00000260968	SCRIB
ENSG00000261132	HSF1
ENSG00000261180	CLEC5A
ENSG00000261660	PARP10
ENSG00000261698	DGAT1
ENSG00000261921	HYAL2
ENSG00000262029	CCL26
ENSG00000262088	RPS25
ENSG00000262279	NCAM1
ENSG00000262472	KPNA2
ENSG00000262907	KIF5C
ENSG00000262909	SMURF2
ENSG00000262985	LILRB1
ENSG00000263100	NCR1
ENSG00000263239	GP6
